226Q1A4205,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,19,F,0
226Q1A4205,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
226Q1A4205,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A,1.5
226Q1A4205,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4205,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4206,R2021011,MATHEMATICS-III,17,F,0
226Q1A4206,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4206,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4206,R2021121,DATABASE MANAGEMENT SYSTEMS,20,D,3
226Q1A4206,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4206,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,20,E,3
226Q1A4206,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,D,3
226Q1A4206,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4206,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4206,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4206,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4207,R2021011,MATHEMATICS-III,19,F,0
226Q1A4207,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4207,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,D,3
226Q1A4207,R2021121,DATABASE MANAGEMENT SYSTEMS,21,E,3
226Q1A4207,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4207,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,B,3
226Q1A4207,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,D,3
226Q1A4207,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4207,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,11,A+,1.5
226Q1A4207,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4207,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4208,R2021011,MATHEMATICS-III,20,C,3
226Q1A4208,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4208,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,19,E,3
226Q1A4208,R2021121,DATABASE MANAGEMENT SYSTEMS,19,C,3
226Q1A4208,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A,1.5
226Q1A4208,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,19,C,3
226Q1A4208,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,18,F,0
226Q1A4208,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4208,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4208,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4208,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4209,R2021011,MATHEMATICS-III,20,F,0
226Q1A4209,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4209,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,E,3
226Q1A4209,R2021121,DATABASE MANAGEMENT SYSTEMS,24,B,3
226Q1A4209,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4209,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,25,B,3
226Q1A4209,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,C,3
226Q1A4209,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4209,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4209,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4209,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4210,R2021011,MATHEMATICS-III,20,E,3
226Q1A4210,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4210,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4210,R2021121,DATABASE MANAGEMENT SYSTEMS,22,C,3
226Q1A4210,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4210,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,24,F,0
226Q1A4210,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,F,0
226Q1A4210,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,11,A+,1.5
226Q1A4210,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4210,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4210,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4211,R2021011,MATHEMATICS-III,17,F,0
226Q1A4211,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4211,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,20,ABSENT,0
226Q1A4211,R2021121,DATABASE MANAGEMENT SYSTEMS,17,F,0
226Q1A4211,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4211,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,22,F,0
226Q1A4211,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,E,3
226Q1A4211,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4211,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4211,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4211,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4212,R2021011,MATHEMATICS-III,24,C,3
226Q1A4212,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4212,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,E,3
226Q1A4212,R2021121,DATABASE MANAGEMENT SYSTEMS,22,D,3
226Q1A4212,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4212,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,22,C,3
226Q1A4212,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,D,3
226Q1A4212,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4212,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4212,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4212,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4213,R2021011,MATHEMATICS-III,25,F,0
226Q1A4213,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4213,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,F,0
226Q1A4213,R2021121,DATABASE MANAGEMENT SYSTEMS,24,D,3
226Q1A4213,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,15,A+,1.5
226Q1A4213,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,C,3
226Q1A4213,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,B,3
226Q1A4213,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
226Q1A4213,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4213,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4213,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4214,R2021011,MATHEMATICS-III,23,F,0
226Q1A4214,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4214,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,20,E,3
226Q1A4214,R2021121,DATABASE MANAGEMENT SYSTEMS,18,E,3
226Q1A4214,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4214,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,E,3
226Q1A4214,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,C,3
226Q1A4214,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4214,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4214,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4214,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4215,R2021011,MATHEMATICS-III,21,F,0
226Q1A4215,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4215,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,21,F,0
226Q1A4215,R2021121,DATABASE MANAGEMENT SYSTEMS,21,F,0
226Q1A4215,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A+,1.5
226Q1A4215,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,22,F,0
226Q1A4215,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,F,0
226Q1A4215,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,11,A+,1.5
226Q1A4215,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4215,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4215,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4217,R2021011,MATHEMATICS-III,24,D,3
226Q1A4217,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4217,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,21,E,3
226Q1A4217,R2021121,DATABASE MANAGEMENT SYSTEMS,20,E,3
226Q1A4217,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4217,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,19,C,3
226Q1A4217,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,D,3
226Q1A4217,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4217,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4217,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4217,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4218,R2021011,MATHEMATICS-III,23,F,0
226Q1A4218,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4218,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4218,R2021121,DATABASE MANAGEMENT SYSTEMS,21,F,0
226Q1A4218,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,15,A+,1.5
226Q1A4218,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,F,0
226Q1A4218,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,25,E,3
226Q1A4218,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
226Q1A4218,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4218,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4218,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4219,R2021011,MATHEMATICS-III,21,F,0
226Q1A4219,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4219,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4219,R2021121,DATABASE MANAGEMENT SYSTEMS,19,D,3
226Q1A4219,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4219,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,D,3
226Q1A4219,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,D,3
226Q1A4219,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4219,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4219,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4219,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4220,R2021011,MATHEMATICS-III,23,E,3
226Q1A4220,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4220,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,E,3
226Q1A4220,R2021121,DATABASE MANAGEMENT SYSTEMS,20,F,0
226Q1A4220,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A,1.5
226Q1A4220,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,F,0
226Q1A4220,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,D,3
226Q1A4220,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4220,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4220,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4220,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4221,R2021011,MATHEMATICS-III,17,F,0
226Q1A4221,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4221,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,19,F,0
226Q1A4221,R2021121,DATABASE MANAGEMENT SYSTEMS,19,D,3
226Q1A4221,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A,1.5
226Q1A4221,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,19,A,3
226Q1A4221,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,F,0
226Q1A4221,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4221,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4221,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4221,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4222,R2021011,MATHEMATICS-III,20,F,0
226Q1A4222,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4222,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,20,F,0
226Q1A4222,R2021121,DATABASE MANAGEMENT SYSTEMS,21,F,0
226Q1A4222,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4222,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,E,3
226Q1A4222,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,E,3
226Q1A4222,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,11,A+,1.5
226Q1A4222,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4222,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4222,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4223,R2021011,MATHEMATICS-III,18,F,0
226Q1A4223,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4223,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,20,F,0
226Q1A4223,R2021121,DATABASE MANAGEMENT SYSTEMS,20,F,0
226Q1A4223,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A+,1.5
226Q1A4223,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,20,F,0
226Q1A4223,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,22,D,3
226Q1A4223,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4223,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4223,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4223,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4224,R2021011,MATHEMATICS-III,21,F,0
226Q1A4224,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4224,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,21,F,0
226Q1A4224,R2021121,DATABASE MANAGEMENT SYSTEMS,19,F,0
226Q1A4224,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4224,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,21,F,0
226Q1A4224,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,19,F,0
226Q1A4224,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4224,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4224,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4224,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4225,R2021011,MATHEMATICS-III,23,F,0
226Q1A4225,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4225,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,F,0
226Q1A4225,R2021121,DATABASE MANAGEMENT SYSTEMS,25,C,3
226Q1A4225,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,15,A+,1.5
226Q1A4225,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,B,3
226Q1A4225,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,23,E,3
226Q1A4225,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,14,A+,1.5
226Q1A4225,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,14,A+,1.5
226Q1A4225,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4225,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4226,R2021011,MATHEMATICS-III,20,F,0
226Q1A4226,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4226,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4226,R2021121,DATABASE MANAGEMENT SYSTEMS,17,D,3
226Q1A4226,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A+,1.5
226Q1A4226,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,C,3
226Q1A4226,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,19,D,3
226Q1A4226,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4226,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4226,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4226,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4228,R2021011,MATHEMATICS-III,18,F,0
226Q1A4228,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4228,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,21,F,0
226Q1A4228,R2021121,DATABASE MANAGEMENT SYSTEMS,20,F,0
226Q1A4228,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,11,A,1.5
226Q1A4228,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,20,E,3
226Q1A4228,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,21,F,0
226Q1A4228,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4228,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4228,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4228,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4229,R2021011,MATHEMATICS-III,24,C,3
226Q1A4229,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4229,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,D,3
226Q1A4229,R2021121,DATABASE MANAGEMENT SYSTEMS,23,B,3
226Q1A4229,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,14,A+,1.5
226Q1A4229,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,A,3
226Q1A4229,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,24,C,3
226Q1A4229,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,15,A+,1.5
226Q1A4229,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,15,A+,1.5
226Q1A4229,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4229,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0
226Q1A4230,R2021011,MATHEMATICS-III,21,F,0
226Q1A4230,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4230,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,F,0
226Q1A4230,R2021121,DATABASE MANAGEMENT SYSTEMS,21,F,0
226Q1A4230,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A+,1.5
226Q1A4230,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,24,C,3
226Q1A4230,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,D,3
226Q1A4230,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,12,A+,1.5
226Q1A4230,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,13,A+,1.5
226Q1A4230,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4230,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,26,COMPLE,0
226Q1A4231,R2021011,MATHEMATICS-III,22,F,0
226Q1A4231,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4231,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,20,F,0
226Q1A4231,R2021121,DATABASE MANAGEMENT SYSTEMS,19,B,3
226Q1A4231,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,12,A,1.5
226Q1A4231,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,23,B,3
226Q1A4231,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,20,C,3
226Q1A4231,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,13,A+,1.5
226Q1A4231,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,12,A+,1.5
226Q1A4231,R2021425,MOBILE APP DEVELOPMENT,0,A+,2
226Q1A4231,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,27,COMPLE,0
226Q1A4232,R2021011,MATHEMATICS-III,18,F,0
226Q1A4232,R202101A,COMMUNITY SERVICES PROJECT,0,A+,4
226Q1A4232,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0
226Q1A4232,R2021121,DATABASE MANAGEMENT SYSTEMS,16,F,0
226Q1A4232,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,13,A,1.5
226Q1A4232,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,20,F,0
